Size (Bytes),	Line Size (Bytes),	Associativity,	Num Banks,	Technology Node (um),	Operating Temp (K),	Cycle time (s),	Per-Byte Read Energy (J),	Per-Byte Write Energy (J),	Static Power (W),	Area (mm2),
67108864,	650,	2,	1,	0.065,	360,	1.59311e-09,	1.36825e-07,	1.5187200000000002e-07,	83.39210000000001,	2515.55,
67108864,	651,	2,	1,	0.065,	360,	1.59364e-09,	1.37167e-07,	1.5221600000000002e-07,	83.3955,	2520.1,
67108864,	652,	2,	1,	0.065,	360,	1.59417e-09,	1.37509e-07,	1.5256e-07,	83.401,	2524.67,
67108864,	653,	2,	1,	0.065,	360,	1.5938300000000003e-09,	1.3783099999999999e-07,	1.52865e-07,	83.30160000000001,	2528.33,
67108864,	654,	2,	1,	0.065,	360,	1.59436e-09,	1.38205e-07,	1.5324100000000002e-07,	83.3073,	2533.86,
67108864,	655,	2,	1,	0.065,	360,	1.59489e-09,	1.38548e-07,	1.53586e-07,	83.3096,	2538.43,
67108864,	656,	2,	1,	0.065,	360,	1.59543e-09,	1.38893e-07,	1.53932e-07,	83.31400000000001,	2543.01,
67108864,	657,	2,	1,	0.065,	360,	1.5973800000000001e-09,	1.3928800000000002e-07,	1.5434800000000003e-07,	83.4226,	2549.22,
67108864,	658,	2,	1,	0.065,	360,	1.5970500000000002e-09,	1.39603e-07,	1.54646e-07,	83.3208,	2552.54,
67108864,	659,	2,	1,	0.065,	360,	1.59759e-09,	1.39948e-07,	1.5499300000000002e-07,	83.3242,	2557.13,
67108864,	660,	2,	1,	0.065,	360,	1.5981300000000001e-09,	1.4029400000000003e-07,	1.5534000000000001e-07,	83.3249,	2561.71,
67108864,	661,	2,	1,	0.065,	360,	1.5986700000000002e-09,	1.40649e-07,	1.5569600000000002e-07,	83.32780000000001,	2566.65,
67108864,	662,	2,	1,	0.065,	360,	1.59835e-09,	1.4096600000000002e-07,	1.5599500000000001e-07,	83.2244,	2569.97,
67108864,	663,	2,	1,	0.065,	360,	1.59889e-09,	1.41313e-07,	1.5634299999999999e-07,	83.2266,	2574.57,
67108864,	664,	2,	1,	0.065,	360,	1.59944e-09,	1.4166e-07,	1.56691e-07,	83.2262,	2579.16,
67108864,	665,	2,	1,	0.065,	360,	1.6014100000000002e-09,	1.4205900000000001e-07,	1.57111e-07,	83.3311,	2585.39,
67108864,	666,	2,	1,	0.065,	360,	1.60197e-09,	1.42407e-07,	1.57461e-07,	83.3325,	2590.0,
67108864,	667,	2,	1,	0.065,	360,	1.60252e-09,	1.42755e-07,	1.5781e-07,	83.3311,	2594.6,
67108864,	668,	2,	1,	0.065,	360,	1.6022000000000001e-09,	1.43106e-07,	1.5814200000000001e-07,	83.2283,	2598.9,
67108864,	669,	2,	1,	0.065,	360,	1.6027600000000002e-09,	1.4346400000000002e-07,	1.5850100000000002e-07,	83.22630000000001,	2603.85,
67108864,	670,	2,	1,	0.065,	360,	1.6033100000000001e-09,	1.43814e-07,	1.58851e-07,	83.2265,	2608.47,
67108864,	671,	2,	1,	0.065,	360,	1.60387e-09,	1.44164e-07,	1.59202e-07,	83.224,	2613.08,
67108864,	672,	2,	1,	0.065,	360,	1.6044300000000002e-09,	1.44515e-07,	1.59554e-07,	83.2237,	2617.7,
67108864,	673,	2,	1,	0.065,	360,	1.6064200000000001e-09,	1.44917e-07,	1.59977e-07,	83.3252,	2623.97,
67108864,	674,	2,	1,	0.065,	360,	1.60612e-09,	1.4523900000000002e-07,	1.60279e-07,	83.2163,	2627.3,
67108864,	675,	2,	1,	0.065,	360,	1.6066800000000003e-09,	1.4559100000000002e-07,	1.60631e-07,	83.215,	2631.93,
67108864,	676,	2,	1,	0.065,	360,	1.6072500000000002e-09,	1.4594300000000003e-07,	1.60984e-07,	83.211,	2636.56,
67108864,	677,	2,	1,	0.065,	360,	1.60781e-09,	1.46304e-07,	1.6134600000000002e-07,	83.2092,	2641.55,
67108864,	678,	2,	1,	0.065,	360,	1.60838e-09,	1.4665700000000001e-07,	1.6169900000000002e-07,	83.20460000000001,	2646.17,
67108864,	679,	2,	1,	0.065,	360,	1.6089500000000001e-09,	1.47011e-07,	1.62053e-07,	83.20230000000001,	2650.82,
67108864,	680,	2,	1,	0.065,	360,	1.6095200000000002e-09,	1.4736500000000002e-07,	1.6240700000000003e-07,	83.1972,	2655.45,
67108864,	681,	2,	1,	0.065,	360,	1.6106700000000002e-09,	1.4774100000000003e-07,	1.62783e-07,	83.1888,	2660.45,
67108864,	682,	2,	1,	0.065,	360,	1.6112400000000001e-09,	1.48128e-07,	1.6317e-07,	83.1863,	2666.07,
67108864,	683,	2,	1,	0.065,	360,	1.6118200000000001e-09,	1.4848300000000002e-07,	1.63525e-07,	83.1802,	2670.71,
67108864,	684,	2,	1,	0.065,	360,	1.61239e-09,	1.48839e-07,	1.6388e-07,	83.1764,	2675.36,
67108864,	685,	2,	1,	0.065,	360,	1.61297e-09,	1.4920300000000002e-07,	1.6424500000000003e-07,	83.16980000000001,	2680.37,
67108864,	686,	2,	1,	0.065,	360,	1.61355e-09,	1.4956000000000002e-07,	1.64602e-07,	83.16539999999999,	2685.03,
67108864,	687,	2,	1,	0.065,	360,	1.61413e-09,	1.49917e-07,	1.6495800000000001e-07,	83.15830000000001,	2689.68,
67108864,	688,	2,	1,	0.065,	360,	1.61472e-09,	1.50274e-07,	1.65315e-07,	83.15339999999999,	2694.35,
67108864,	689,	2,	1,	0.065,	360,	1.61588e-09,	1.50654e-07,	1.65694e-07,	83.1404,	2699.37,
67108864,	690,	2,	1,	0.065,	360,	1.6164700000000001e-09,	1.51012e-07,	1.66051e-07,	83.1323,	2704.02,
67108864,	691,	2,	1,	0.065,	360,	1.61706e-09,	1.5137e-07,	1.6641000000000002e-07,	83.12639999999999,	2708.7,
67108864,	692,	2,	1,	0.065,	360,	1.61765e-09,	1.5172900000000002e-07,	1.66768e-07,	83.1177,	2713.37,
67108864,	693,	2,	1,	0.065,	360,	1.61824e-09,	1.5209800000000002e-07,	1.67136e-07,	83.1113,	2718.41,
67108864,	694,	2,	1,	0.065,	360,	1.61883e-09,	1.52457e-07,	1.67495e-07,	83.10210000000001,	2723.08,
67108864,	695,	2,	1,	0.065,	360,	1.6194200000000002e-09,	1.52818e-07,	1.6785400000000002e-07,	83.09530000000001,	2727.77,
67108864,	696,	2,	1,	0.065,	360,	1.62001e-09,	1.53178e-07,	1.68214e-07,	83.08560000000001,	2732.44,
67108864,	697,	2,	1,	0.065,	360,	1.62207e-09,	1.5738300000000003e-07,	1.87492e-07,	82.67960000000001,	3027.96,
67108864,	698,	2,	1,	0.065,	360,	1.6226700000000001e-09,	1.5769e-07,	1.87797e-07,	82.6687,	3031.51,
67108864,	699,	2,	1,	0.065,	360,	1.6232700000000001e-09,	1.5799700000000003e-07,	1.8810200000000003e-07,	82.6575,	3035.06,
67108864,	700,	2,	1,	0.065,	360,	1.623e-09,	1.58393e-07,	1.88456e-07,	82.5357,	3041.88,
67108864,	701,	2,	1,	0.065,	360,	1.6236e-09,	1.58701e-07,	1.88761e-07,	82.5239,	3045.43,
67108864,	702,	2,	1,	0.065,	360,	1.6242100000000001e-09,	1.59009e-07,	1.89067e-07,	82.51180000000001,	3048.97,
67108864,	703,	2,	1,	0.065,	360,	1.62481e-09,	1.5931700000000002e-07,	1.8937200000000004e-07,	82.4995,	3052.52,
67108864,	704,	2,	1,	0.065,	360,	1.6254200000000002e-09,	1.59626e-07,	1.8967900000000001e-07,	82.4895,	3056.08,
67108864,	705,	2,	1,	0.065,	360,	1.6275e-09,	1.59976e-07,	1.90065e-07,	82.5735,	3061.09,
67108864,	706,	2,	1,	0.065,	360,	1.62811e-09,	1.60285e-07,	1.9037100000000003e-07,	82.5602,	3064.63,
67108864,	707,	2,	1,	0.065,	360,	1.6287200000000001e-09,	1.6059500000000002e-07,	1.90678e-07,	82.5493,	3068.19,
67108864,	708,	2,	1,	0.065,	360,	1.62933e-09,	1.60904e-07,	1.90984e-07,	82.5356,	3071.73,
67108864,	709,	2,	1,	0.065,	360,	1.62994e-09,	1.61214e-07,	1.9129000000000001e-07,	82.5216,	3075.26,
67108864,	710,	2,	1,	0.065,	360,	1.6305600000000002e-09,	1.61523e-07,	1.9159700000000002e-07,	82.5073,	3078.8,
67108864,	711,	2,	1,	0.065,	360,	1.63117e-09,	1.6185e-07,	1.9192100000000002e-07,	82.4958,	3082.97,
67108864,	712,	2,	1,	0.065,	360,	1.6317900000000002e-09,	1.6216000000000002e-07,	1.9222700000000002e-07,	82.48100000000001,	3086.5,
67108864,	713,	2,	1,	0.065,	360,	1.6338900000000002e-09,	1.6251300000000002e-07,	1.92614e-07,	82.5618,	3091.5,
67108864,	714,	2,	1,	0.065,	360,	1.63451e-09,	1.6282400000000003e-07,	1.92922e-07,	82.549,	3095.05,
67108864,	715,	2,	1,	0.065,	360,	1.6351400000000002e-09,	1.63135e-07,	1.9322900000000002e-07,	82.53330000000001,	3098.57,
67108864,	716,	2,	1,	0.065,	360,	1.6357600000000001e-09,	1.6344700000000002e-07,	1.9353700000000002e-07,	82.5174,	3102.1,
67108864,	717,	2,	1,	0.065,	360,	1.63638e-09,	1.6375800000000003e-07,	1.93844e-07,	82.5012,	3105.62,
67108864,	718,	2,	1,	0.065,	360,	1.6370100000000001e-09,	1.6407100000000001e-07,	1.94153e-07,	82.4873,	3109.16,
67108864,	719,	2,	1,	0.065,	360,	1.6376400000000001e-09,	1.6438300000000002e-07,	1.9446100000000004e-07,	82.4706,	3112.68,
67108864,	720,	2,	1,	0.065,	360,	1.63826e-09,	1.64695e-07,	1.9476900000000002e-07,	82.45360000000001,	3116.2,
67108864,	721,	2,	1,	0.065,	360,	1.6403900000000002e-09,	1.65051e-07,	1.9515700000000003e-07,	82.5339,	3121.22,
67108864,	722,	2,	1,	0.065,	360,	1.64102e-09,	1.6536300000000002e-07,	1.95465e-07,	82.5162,	3124.73,
67108864,	723,	2,	1,	0.065,	360,	1.64166e-09,	1.65676e-07,	1.9577400000000002e-07,	82.49839999999999,	3128.24,
67108864,	724,	2,	1,	0.065,	360,	1.6422900000000001e-09,	1.6598900000000002e-07,	1.96082e-07,	82.4802,	3131.75,
67108864,	725,	2,	1,	0.065,	360,	1.64293e-09,	1.6632e-07,	1.96408e-07,	82.465,	3135.9,
67108864,	726,	2,	1,	0.065,	360,	1.64356e-09,	1.66633e-07,	1.9671700000000003e-07,	82.44630000000001,	3139.41,
67108864,	727,	2,	1,	0.065,	360,	1.6442000000000002e-09,	1.6694700000000002e-07,	1.9702600000000003e-07,	82.42739999999999,	3142.91,
67108864,	728,	2,	1,	0.065,	360,	1.64484e-09,	1.67261e-07,	1.97335e-07,	82.4082,	3146.42,
67108864,	729,	2,	1,	0.065,	360,	1.6469900000000001e-09,	1.6762000000000001e-07,	1.97724e-07,	82.48530000000001,	3151.43,
67108864,	730,	2,	1,	0.065,	360,	1.64763e-09,	1.67934e-07,	1.98034e-07,	82.4654,	3154.93,
67108864,	731,	2,	1,	0.065,	360,	1.64828e-09,	1.68249e-07,	1.98343e-07,	82.44539999999999,	3158.43,
67108864,	732,	2,	1,	0.065,	360,	1.6489200000000001e-09,	1.68565e-07,	1.98653e-07,	82.4277,	3161.95,
67108864,	733,	2,	1,	0.065,	360,	1.6495700000000001e-09,	1.6888000000000001e-07,	1.98963e-07,	82.4072,	3165.45,
67108864,	734,	2,	1,	0.065,	360,	1.6502200000000001e-09,	1.69196e-07,	1.9927300000000001e-07,	82.3863,	3168.94,
67108864,	735,	2,	1,	0.065,	360,	1.6508700000000001e-09,	1.6951200000000002e-07,	1.9958300000000002e-07,	82.3652,	3172.44,
67108864,	736,	2,	1,	0.065,	360,	1.6515200000000001e-09,	1.69828e-07,	1.9989400000000003e-07,	82.34660000000001,	3175.95,
67108864,	737,	2,	1,	0.065,	360,	1.6536900000000001e-09,	1.70188e-07,	2.00284e-07,	82.4177,	3180.93,
67108864,	738,	2,	1,	0.065,	360,	1.6543500000000002e-09,	1.70505e-07,	2.00594e-07,	82.3957,	3184.42,
67108864,	739,	2,	1,	0.065,	360,	1.6550000000000002e-09,	1.70839e-07,	2.00922e-07,	82.37660000000001,	3188.55,
67108864,	740,	2,	1,	0.065,	360,	1.65566e-09,	1.7115600000000003e-07,	2.01233e-07,	82.3541,	3192.03,
67108864,	741,	2,	1,	0.065,	360,	1.6563200000000001e-09,	1.71474e-07,	2.0154400000000002e-07,	82.3313,	3195.52,
67108864,	742,	2,	1,	0.065,	360,	1.65698e-09,	1.71791e-07,	2.01855e-07,	82.3083,	3199.0,
67108864,	743,	2,	1,	0.065,	360,	1.65764e-09,	1.7211000000000002e-07,	2.02166e-07,	82.2877,	3202.5,
67108864,	744,	2,	1,	0.065,	360,	1.6583000000000002e-09,	1.7242800000000001e-07,	2.0247800000000002e-07,	82.2642,	3205.98,
67108864,	745,	2,	1,	0.065,	360,	1.6605000000000002e-09,	1.7279e-07,	2.0286900000000001e-07,	82.33210000000001,	3210.96,
67108864,	746,	2,	1,	0.065,	360,	1.66116e-09,	1.7310900000000002e-07,	2.0318100000000002e-07,	82.3107,	3214.46,
67108864,	747,	2,	1,	0.065,	360,	1.66183e-09,	1.73428e-07,	2.03493e-07,	82.2862,	3217.93,
67108864,	748,	2,	1,	0.065,	360,	1.6625000000000002e-09,	1.7374700000000003e-07,	2.0380400000000002e-07,	82.2615,	3221.4,
67108864,	749,	2,	1,	0.065,	360,	1.6631700000000002e-09,	1.7406600000000002e-07,	2.0411600000000003e-07,	82.2365,	3224.87,
67108864,	750,	2,	1,	0.065,	360,	1.6647000000000003e-09,	1.74456e-07,	2.04541e-07,	82.3305,	3230.86,
67108864,	751,	2,	1,	0.065,	360,	1.66538e-09,	1.7477600000000003e-07,	2.0485400000000002e-07,	82.3052,	3234.33,
67108864,	752,	2,	1,	0.065,	360,	1.66605e-09,	1.7509600000000002e-07,	2.05166e-07,	82.2795,	3237.8,
67108864,	753,	2,	1,	0.065,	360,	1.66827e-09,	1.7547800000000003e-07,	2.0557600000000001e-07,	82.3477,	3243.41,
67108864,	754,	2,	1,	0.065,	360,	1.6689400000000002e-09,	1.7579900000000002e-07,	2.0588900000000002e-07,	82.3215,	3246.88,
67108864,	755,	2,	1,	0.065,	360,	1.6696200000000003e-09,	1.7611900000000002e-07,	2.06202e-07,	82.295,	3250.34,
67108864,	756,	2,	1,	0.065,	360,	1.6703e-09,	1.76441e-07,	2.06515e-07,	82.2682,	3253.81,
67108864,	757,	2,	1,	0.065,	360,	1.67098e-09,	1.76762e-07,	2.0682900000000003e-07,	82.244,	3257.29,
67108864,	758,	2,	1,	0.065,	360,	1.67167e-09,	1.7708400000000003e-07,	2.0714200000000002e-07,	82.2167,	3260.75,
67108864,	759,	2,	1,	0.065,	360,	1.6723500000000001e-09,	1.7740600000000002e-07,	2.0745500000000003e-07,	82.1892,	3264.21,
67108864,	760,	2,	1,	0.065,	360,	1.6730300000000002e-09,	1.7772800000000001e-07,	2.07769e-07,	82.1614,	3267.67,
67108864,	761,	2,	1,	0.065,	360,	1.6752700000000002e-09,	1.78096e-07,	2.0816300000000004e-07,	82.2259,	3272.66,
67108864,	762,	2,	1,	0.065,	360,	1.67683e-09,	1.78489e-07,	2.0859100000000002e-07,	82.31569999999999,	3278.64,
67108864,	763,	2,	1,	0.065,	360,	1.67752e-09,	1.7881200000000003e-07,	2.08905e-07,	82.28710000000001,	3282.1,
67108864,	764,	2,	1,	0.065,	360,	1.6782100000000001e-09,	1.79135e-07,	2.0922000000000002e-07,	82.26110000000001,	3285.58,
67108864,	765,	2,	1,	0.065,	360,	1.6789e-09,	1.7945900000000002e-07,	2.09534e-07,	82.232,	3289.03,
67108864,	766,	2,	1,	0.065,	360,	1.67959e-09,	1.7978200000000001e-07,	2.0984900000000002e-07,	82.2027,	3292.48,
67108864,	767,	2,	1,	0.065,	360,	1.6802900000000002e-09,	1.80106e-07,	2.1016300000000003e-07,	82.1731,	3295.93,
67108864,	768,	2,	1,	0.065,	360,	1.6809800000000001e-09,	1.8044800000000003e-07,	2.1049600000000003e-07,	82.1465,	3300.01,
67108864,	769,	2,	1,	0.065,	360,	1.68324e-09,	1.8081800000000002e-07,	2.10891e-07,	82.20530000000001,	3304.97,
67108864,	770,	2,	1,	0.065,	360,	1.6839500000000002e-09,	1.81142e-07,	2.11206e-07,	82.1748,	3308.42,
67108864,	771,	2,	1,	0.065,	360,	1.6855100000000001e-09,	1.81539e-07,	2.11638e-07,	82.26639999999999,	3314.45,
67108864,	772,	2,	1,	0.065,	360,	1.6862100000000001e-09,	1.8186400000000002e-07,	2.1195300000000002e-07,	82.2355,	3317.89,
67108864,	773,	2,	1,	0.065,	360,	1.68692e-09,	1.8219000000000002e-07,	2.12269e-07,	82.20439999999999,	3321.34,
67108864,	774,	2,	1,	0.065,	360,	1.68762e-09,	1.82515e-07,	2.1258400000000002e-07,	82.173,	3324.78,
67108864,	775,	2,	1,	0.065,	360,	1.6883300000000003e-09,	1.8284200000000002e-07,	2.1290100000000003e-07,	82.1442,	3328.24,
67108864,	776,	2,	1,	0.065,	360,	1.6890400000000002e-09,	1.8316800000000002e-07,	2.1321700000000002e-07,	82.1122,	3331.68,
67108864,	777,	2,	1,	0.065,	360,	1.6913200000000001e-09,	1.8354000000000001e-07,	2.1361300000000002e-07,	82.16810000000001,	3336.64,
67108864,	778,	2,	1,	0.065,	360,	1.69203e-09,	1.8386700000000001e-07,	2.1393e-07,	82.13839999999999,	3340.1,
67108864,	779,	2,	1,	0.065,	360,	1.6936100000000001e-09,	1.84266e-07,	2.1436300000000002e-07,	82.2262,	3346.12,
67108864,	780,	2,	1,	0.065,	360,	1.6943200000000002e-09,	1.84593e-07,	2.1468000000000001e-07,	82.19330000000001,	3349.56,
67108864,	781,	2,	1,	0.065,	360,	1.69503e-09,	1.84921e-07,	2.1499600000000003e-07,	82.16010000000001,	3352.99,
67108864,	782,	2,	1,	0.065,	360,	1.6957500000000003e-09,	1.8526700000000001e-07,	2.15332e-07,	82.13,	3357.06,
67108864,	783,	2,	1,	0.065,	360,	1.69647e-09,	1.8559500000000002e-07,	2.1564900000000003e-07,	82.0963,	3360.49,
67108864,	784,	2,	1,	0.065,	360,	1.69719e-09,	1.8592300000000002e-07,	2.1596600000000002e-07,	82.06230000000001,	3363.91,
67108864,	785,	2,	1,	0.065,	360,	1.69949e-09,	1.8629800000000002e-07,	2.1636400000000002e-07,	82.118,	3368.9,
67108864,	786,	2,	1,	0.065,	360,	1.70108e-09,	1.8669900000000002e-07,	2.1680000000000004e-07,	82.2051,	3374.94,
67108864,	787,	2,	1,	0.065,	360,	1.7018e-09,	1.87028e-07,	2.17117e-07,	82.1704,	3378.36,
67108864,	788,	2,	1,	0.065,	360,	1.7025300000000001e-09,	1.87358e-07,	2.1743500000000001e-07,	82.13539999999999,	3381.79,
67108864,	789,	2,	1,	0.065,	360,	1.70325e-09,	1.87688e-07,	2.17754e-07,	82.10300000000001,	3385.24,
67108864,	790,	2,	1,	0.065,	360,	1.7039800000000001e-09,	1.88017e-07,	2.1807200000000002e-07,	82.0675,	3388.66,
67108864,	791,	2,	1,	0.065,	360,	1.70471e-09,	1.88347e-07,	2.1839e-07,	82.0317,	3392.08,
67108864,	792,	2,	1,	0.065,	360,	1.7051900000000002e-09,	1.83178e-07,	2.4460700000000004e-07,	86.6317,	3111.98,
67108864,	793,	2,	1,	0.065,	360,	1.7053400000000002e-09,	1.83326e-07,	2.3029700000000001e-07,	86.7384,	3117.79,
67108864,	794,	2,	1,	0.065,	360,	1.7035000000000002e-09,	1.8386800000000002e-07,	2.4529500000000003e-07,	86.6082,	3119.77,
67108864,	795,	2,	1,	0.065,	360,	1.7027300000000002e-09,	1.8400800000000002e-07,	2.3094100000000003e-07,	86.65110000000001,	3125.26,
67108864,	796,	2,	1,	0.065,	360,	1.7018100000000001e-09,	1.8458600000000004e-07,	2.46011e-07,	86.5858,	3128.46,
67108864,	797,	2,	1,	0.065,	360,	1.70105e-09,	1.84689e-07,	2.3162000000000003e-07,	86.62610000000001,	3132.72,
67108864,	798,	2,	1,	0.065,	360,	1.70013e-09,	1.8526800000000001e-07,	2.4669e-07,	86.5607,	3135.92,
67108864,	799,	2,	1,	0.065,	360,	1.69936e-09,	1.8537100000000003e-07,	2.3230000000000004e-07,	86.6019,	3140.19,
67108864,	800,	2,	1,	0.065,	360,	1.69752e-09,	1.85915e-07,	2.4728600000000003e-07,	86.47080000000001,	3142.16,
67108864,	801,	2,	1,	0.065,	360,	1.6987500000000002e-09,	1.86117e-07,	2.33146e-07,	86.7469,	3149.62,
67108864,	802,	2,	1,	0.065,	360,	1.6969200000000002e-09,	1.86662e-07,	2.48165e-07,	86.6154,	3151.59,
67108864,	803,	2,	1,	0.065,	360,	1.6961500000000002e-09,	1.86765e-07,	2.3375400000000002e-07,	86.6533,	3155.85,
67108864,	804,	2,	1,	0.065,	360,	1.6952400000000002e-09,	1.8734800000000002e-07,	2.4884500000000003e-07,	86.5874,	3159.04,
67108864,	805,	2,	1,	0.065,	360,	1.6944800000000001e-09,	1.87451e-07,	2.3443500000000002e-07,	86.6263,	3163.31,
67108864,	806,	2,	1,	0.065,	360,	1.69264e-09,	1.8799800000000001e-07,	2.4944200000000004e-07,	86.49419999999999,	3165.28,
67108864,	807,	2,	1,	0.065,	360,	1.6928000000000002e-09,	1.88137e-07,	2.35117e-07,	86.59689999999999,	3170.77,
67108864,	808,	2,	1,	0.065,	360,	1.6909600000000001e-09,	1.8868500000000002e-07,	2.50123e-07,	86.4645,	3172.73,
67108864,	809,	2,	1,	0.065,	360,	1.6911300000000001e-09,	1.88835e-07,	2.3581000000000002e-07,	86.56830000000001,	3178.58,
67108864,	810,	2,	1,	0.065,	360,	1.68929e-09,	1.89385e-07,	2.5081500000000004e-07,	86.4357,	3180.54,
67108864,	811,	2,	1,	0.065,	360,	1.68854e-09,	1.89488e-07,	2.3642e-07,	86.4709,	3184.8,
67108864,	812,	2,	1,	0.065,	360,	1.68762e-09,	1.90074e-07,	2.5149600000000004e-07,	86.4045,	3188.0,
67108864,	813,	2,	1,	0.065,	360,	1.6868700000000002e-09,	1.90178e-07,	2.3710300000000003e-07,	86.4406,	3192.27,
67108864,	814,	2,	1,	0.065,	360,	1.6859500000000002e-09,	1.90765e-07,	2.52178e-07,	86.37410000000001,	3195.47,
67108864,	815,	2,	1,	0.065,	360,	1.6852000000000001e-09,	1.9086900000000001e-07,	2.37787e-07,	86.408,	3199.72,
67108864,	816,	2,	1,	0.065,	360,	1.68428e-09,	1.9145700000000002e-07,	2.5286100000000003e-07,	86.3413,	3202.92,
67108864,	817,	2,	1,	0.065,	360,	1.6846200000000001e-09,	1.91624e-07,	2.38637e-07,	86.5429,	3209.15,
67108864,	818,	2,	1,	0.065,	360,	1.6827900000000001e-09,	1.9217700000000001e-07,	2.5365700000000003e-07,	86.409,	3211.1,
67108864,	819,	2,	1,	0.065,	360,	1.6829600000000002e-09,	1.9231800000000002e-07,	2.39322e-07,	86.51,	3216.62,
67108864,	820,	2,	1,	0.065,	360,	1.68112e-09,	1.9287200000000003e-07,	2.5434000000000004e-07,	86.3758,	3218.57,
67108864,	821,	2,	1,	0.065,	360,	1.6813000000000002e-09,	1.93012e-07,	2.4000800000000004e-07,	86.4747,	3224.08,
67108864,	822,	2,	1,	0.065,	360,	1.6794600000000001e-09,	1.9356700000000003e-07,	2.55024e-07,	86.3402,	3226.02,
67108864,	823,	2,	1,	0.065,	360,	1.6796400000000002e-09,	1.9374600000000002e-07,	2.4073300000000004e-07,	86.44069999999999,	3232.76,
67108864,	824,	2,	1,	0.065,	360,	1.6778100000000002e-09,	1.9430200000000001e-07,	2.55747e-07,	86.306,	3234.7,
67108864,	825,	2,	1,	0.065,	360,	1.67798e-09,	1.9445300000000003e-07,	2.4143e-07,	86.4038,	3240.56,
67108864,	826,	2,	1,	0.065,	360,	1.67615e-09,	1.9501e-07,	2.5644200000000004e-07,	86.2689,	3242.5,
67108864,	827,	2,	1,	0.065,	360,	1.6754100000000001e-09,	1.95114e-07,	2.42044e-07,	86.3002,	3246.77,
67108864,	828,	2,	1,	0.065,	360,	1.6745000000000002e-09,	1.9570900000000002e-07,	2.5712700000000005e-07,	86.2326,	3249.97,
67108864,	829,	2,	1,	0.065,	360,	1.67376e-09,	1.95813e-07,	2.42732e-07,	86.2616,	3254.22,
67108864,	830,	2,	1,	0.065,	360,	1.6728400000000002e-09,	1.96408e-07,	2.57813e-07,	86.1939,	3257.43,
67108864,	831,	2,	1,	0.065,	360,	1.6721100000000001e-09,	1.96513e-07,	2.43421e-07,	86.2239,	3261.69,
67108864,	832,	2,	1,	0.065,	360,	1.67119e-09,	1.9710900000000002e-07,	2.58499e-07,	86.15610000000001,	3264.9,
67108864,	833,	2,	1,	0.065,	360,	1.6715500000000003e-09,	1.97279e-07,	2.4427500000000004e-07,	86.3489,	3271.13,
67108864,	834,	2,	1,	0.065,	360,	1.67064e-09,	1.9787700000000002e-07,	2.5938200000000004e-07,	86.2808,	3274.33,
67108864,	835,	2,	1,	0.065,	360,	1.66991e-09,	1.97981e-07,	2.44965e-07,	86.3077,	3278.58,
67108864,	836,	2,	1,	0.065,	360,	1.66899e-09,	1.9858000000000002e-07,	2.6006900000000005e-07,	86.2395,	3281.79,
67108864,	837,	2,	1,	0.065,	360,	1.66827e-09,	1.98684e-07,	2.4565600000000004e-07,	86.2673,	3286.05,
67108864,	838,	2,	1,	0.065,	360,	1.6673500000000002e-09,	1.99284e-07,	2.6075700000000004e-07,	86.1989,	3289.26,
67108864,	839,	2,	1,	0.065,	360,	1.6666200000000002e-09,	1.99388e-07,	2.46347e-07,	86.2245,	3293.51,
67108864,	840,	2,	1,	0.065,	360,	1.66571e-09,	1.9999000000000003e-07,	2.6144400000000005e-07,	86.156,	3296.72,
67108864,	841,	2,	1,	0.065,	360,	1.66498e-09,	2.00105e-07,	2.47049e-07,	86.18260000000001,	3301.33,
67108864,	842,	2,	1,	0.065,	360,	1.66407e-09,	2.00707e-07,	2.6214400000000005e-07,	86.1139,	3304.54,
67108864,	843,	2,	1,	0.065,	360,	1.6633500000000003e-09,	2.00812e-07,	2.47742e-07,	86.1382,	3308.79,
67108864,	844,	2,	1,	0.065,	360,	1.6624300000000002e-09,	2.01415e-07,	2.6283300000000006e-07,	86.0695,	3312.0,
67108864,	845,	2,	1,	0.065,	360,	1.66171e-09,	2.0152000000000002e-07,	2.4843500000000004e-07,	86.0947,	3316.26,
67108864,	846,	2,	1,	0.065,	360,	1.6608e-09,	2.0212400000000002e-07,	2.63522e-07,	86.0258,	3319.47,
67108864,	847,	2,	1,	0.065,	360,	1.6600800000000001e-09,	2.0222800000000003e-07,	2.49128e-07,	86.0488,	3323.72,
67108864,	848,	2,	1,	0.065,	360,	1.65916e-09,	2.02833e-07,	2.64212e-07,	85.97980000000001,	3326.93,
67108864,	849,	2,	1,	0.065,	360,	1.66046e-09,	2.0304200000000003e-07,	2.50063e-07,	86.2335,	3334.46,
67108864,	850,	2,	1,	0.065,	360,	1.65864e-09,	2.03611e-07,	2.65097e-07,	86.0949,	3336.38,
67108864,	851,	2,	1,	0.065,	360,	1.6588300000000002e-09,	2.0379300000000003e-07,	2.50797e-07,	86.188,	3343.15,
67108864,	852,	2,	1,	0.065,	360,	1.6570100000000003e-09,	2.0436300000000001e-07,	2.65828e-07,	86.0492,	3345.06,
67108864,	853,	2,	1,	0.065,	360,	1.6572100000000001e-09,	2.0450600000000002e-07,	2.51493e-07,	86.1395,	3350.61,
67108864,	854,	2,	1,	0.065,	360,	1.6553800000000001e-09,	2.05076e-07,	2.66519e-07,	86.0004,	3352.52,
